Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Germany,Male,38,71667.97,0,0,137111.89,0
Germany,Female,31,82729.47,1,0,60212.51,0
France,Male,40,0,1,1,187343.4,0
France,Male,23,0,1,0,183284.53,0
Spain,Female,30,0,1,0,8125.39,0
Germany,Male,39,129626.19,1,1,103220.56,0
Germany,Female,26,114035.39,0,0,96885.19,0
Germany,Male,32,151922.94,1,0,8877.06,0
France,Female,39,0,1,1,147530.06,0
Spain,Female,27,107751.68,1,1,33389.42,0
France,Male,37,0,1,0,45309.24,0
Spain,Female,41,101179.23,1,1,35230.61,0
Spain,Female,36,0,1,1,59816.41,0
France,Female,40,0,0,1,69080.46,0
France,Male,33,0,1,0,143450.61,0
Germany,Male,36,58571.18,1,0,40774.01,0
Germany,Female,38,153058.64,1,0,99377.27,0
Germany,Male,35,98270.34,1,0,133617.43,0
France,Male,43,130788.71,0,1,101495,1
Germany,Male,40,99165.84,0,1,119333.95,1
France,Female,42,0,0,0,167682.37,0
France,Male,44,0,0,1,152884.85,0
Spain,Male,23,115636.05,1,0,70400.86,0
Germany,Female,44,185932.18,1,0,65413.41,0
Germany,Male,30,72549,0,1,182728.8,0
France,Male,42,0,1,1,81442.6,0
France,Female,35,0,0,0,144251.38,0
France,Male,39,0,0,1,40207.06,0
Germany,Male,29,121890.06,1,0,54530.51,1
France,Male,46,99786.07,1,1,32683.88,1
France,Male,34,0,1,1,104703.96,0
Germany,Male,27,115084.53,0,1,26907.43,0
France,Male,30,0,1,1,180591.32,0
France,Female,32,127661.69,0,0,60905.51,0
Germany,Female,47,118907.6,0,1,47777.15,1
Germany,Female,44,77627.33,1,0,108222.68,0
Spain,Male,40,160625.17,0,1,3554.63,0
Spain,Female,29,0,0,0,78616.92,0
France,Female,20,124266.86,0,0,100566.81,0
France,Female,25,127974.06,1,1,183259.35,0
France,Male,43,0,1,1,159131.21,0
Spain,Female,48,0,1,0,160976.85,1
Germany,Female,30,104911.35,1,1,42933.26,0
France,Male,27,0,1,0,91291.2,0
France,Male,43,0,1,1,52471.36,0
Spain,Female,43,110646.54,0,0,108804.28,0
France,Male,57,0,1,1,122449.18,0
Germany,Male,42,126704.49,1,0,41682.3,0
France,Male,30,0,1,1,148887.69,0
Spain,Male,31,84560.04,1,1,137784.25,0
France,Male,43,0,0,0,190573.91,1
Germany,Female,38,129893.56,0,0,102076.03,0
Spain,Male,25,167385.81,1,1,56307.51,0
France,Female,27,0,0,1,49775.58,0
Germany,Female,36,105858.71,0,1,4395.45,0
Germany,Female,44,123070.89,1,0,28461.29,1
France,Male,39,0,1,1,28184.7,0
Spain,Female,48,0,1,1,3149.1,0
France,Female,40,0,1,0,194273.12,0
Germany,Male,35,125141.24,1,1,148537.07,0
France,Female,46,96173.17,1,1,116378.31,0
Spain,Female,37,0,0,1,6761.84,0
Spain,Male,39,0,1,0,81995.92,0
France,Female,55,0,1,1,14392.68,0
Germany,Female,35,127543.11,1,0,468.94,1
France,Male,38,0,1,0,122379.54,0
France,Female,56,0,1,0,13228.93,1
France,Male,67,103101.56,1,1,154002.02,1
France,Male,54,126113.28,1,0,112777.38,0
France,Male,41,40488.76,1,0,128528.83,0
Germany,Female,40,137389.77,1,0,170122.22,0
France,Female,28,85146.36,0,0,2803.89,0
Germany,Male,35,129828.58,1,1,181918.26,1
France,Male,42,80214.36,1,0,115241.96,1
France,Female,40,0,1,1,129956.13,0
France,Male,34,141796.43,1,0,45858.49,0
France,Female,49,195238.29,0,1,131083.56,1
Germany,Male,27,111348.15,1,0,46422.46,0
France,Male,43,0,1,1,57675.88,0
France,Female,71,0,1,1,169741.96,0
Germany,Female,42,64404.26,0,0,26022.37,0
Germany,Male,40,154309.67,1,1,125334.16,1
France,Male,67,129431.36,0,1,21343.74,0
Spain,Female,43,134204.67,1,1,139971.01,0
France,Female,39,0,0,1,47455.82,0
France,Female,32,0,1,1,55593.8,0
France,Female,50,0,1,0,191756.54,1
Germany,Female,48,116711.06,0,0,76373.38,0
France,Male,31,0,1,0,169278.51,0
Spain,Male,34,54980.81,1,1,136909.88,0
Spain,Female,37,99773.85,1,0,54865.92,0
Germany,Male,30,101231.77,0,0,156529.44,0
Germany,Male,32,117070.21,1,0,113482.2,0
Germany,Male,23,73314.04,1,0,63446.47,0
France,Male,37,0,1,1,13624.02,0
France,Male,37,212314.03,0,1,148814.54,0
France,Female,31,136067.82,1,0,65567.91,0
Spain,Female,42,109052.04,1,0,6409.55,0
France,Female,35,79126.17,1,1,126997.53,0
Spain,Female,55,0,0,0,171762.87,1
France,Female,35,108308,1,0,129031.19,1
Germany,Female,48,102290.56,1,0,182691.31,0
France,Male,39,102025.08,1,0,12351.01,0
Germany,Female,37,113383.07,1,1,135123.96,0
Spain,Female,65,102541.1,1,0,181490.42,0
Spain,Male,35,0,1,0,186490.37,0
Spain,Male,40,0,0,0,41248.8,0
France,Female,41,109941.51,1,0,116267.28,0
Germany,Male,41,141749.68,0,1,9201.53,0
France,Male,38,0,0,1,80630.32,0
France,Male,44,0,1,0,159165.7,0
France,Male,37,85146.48,1,0,86490.09,1
France,Female,44,134066.1,1,1,197572.41,0
France,Female,28,0,0,0,105159.89,0
Spain,Male,27,0,1,1,40807.26,0
France,Male,35,87619.29,1,0,143.34,0
France,Male,51,0,1,1,125823.79,1
Spain,Female,30,0,1,0,138465.7,0
Spain,Male,27,0,1,0,44008.91,0
Germany,Male,43,103409.16,1,0,66893.28,1
Germany,Female,30,123040.38,1,1,76503.06,0
France,Male,41,108128.52,0,1,56784.11,0
Germany,Male,48,169023.33,1,1,175657.55,0
France,Male,30,0,0,1,105155.66,0
Spain,Female,41,0,0,1,47468.56,0
France,Female,29,0,0,1,64729.51,0
Spain,Male,42,222267.63,0,0,101108.85,1
Germany,Female,47,144090.42,1,0,140938.95,1
France,Male,30,114835.43,0,1,37662.49,0
France,Male,44,0,0,0,86414.41,0
France,Male,34,145030.92,1,1,41820.65,0
France,Male,43,71240.3,0,1,127734.16,0
France,Male,59,138772.15,0,1,123872,0
Spain,Female,29,93617.07,0,1,113050.92,0
Spain,Female,23,0,1,1,131389.39,0
Spain,Female,45,0,1,1,26589.56,0
Spain,Male,25,74237.2,0,1,195463.35,0
Germany,Female,49,127421.78,1,0,108876.75,1
Spain,Female,28,61274.7,1,0,136054.45,0
France,Male,34,106486.66,0,1,182262.66,0
France,Female,29,73194.52,1,1,129209.09,0
Germany,Female,44,146498.76,1,0,64853.51,1
France,Male,47,0,1,0,148989.15,0
France,Female,32,0,1,1,71047.51,0
Spain,Female,30,0,1,0,185341.63,0
Spain,Male,30,120355,1,0,137793.35,0
France,Male,32,117265.21,1,1,198317.23,0
France,Female,43,0,0,1,162137.5,0
Spain,Female,52,0,1,0,109688.82,1
Germany,Female,37,109974.22,1,1,36320.87,1
Germany,Female,44,98009.13,0,1,31384.86,0
France,Male,34,0,1,1,114083.73,0
France,Male,66,0,1,1,163331.65,0
Spain,Female,34,171671.9,1,1,50777.77,0
Spain,Male,63,0,1,0,30772.86,1
France,Female,60,0,0,0,113796.15,1
France,Male,61,128213.96,1,1,188729.08,1
Germany,Male,51,116197.65,1,1,86701.4,0
France,Male,39,0,1,0,153129.22,0
Spain,Female,36,86607.39,0,0,19825.09,0
France,Male,29,0,1,0,12186.83,0
Germany,Male,62,98854.34,0,0,86920.97,1
France,Male,31,0,1,0,35408.77,0
France,Male,59,0,1,1,165576.55,0
Germany,Male,31,97338.19,0,0,48226.76,0
France,Male,30,0,1,1,199454.37,0
Spain,Male,34,0,1,0,118749.58,0
France,Female,33,131698.57,1,0,151623.91,0
Germany,Male,37,130110.45,0,1,172097.95,0
Spain,Male,44,0,1,0,87677.15,0
Spain,Male,24,165149.13,1,0,21858.28,0
Spain,Female,37,101707.8,1,0,123866.28,0
France,Female,34,105588.66,0,1,74694.41,0
Germany,Male,39,111336.89,1,0,16770.31,1
France,Male,60,78391.17,0,1,49424.6,0
Spain,Female,27,0,1,1,172031.22,0
France,Male,34,0,1,0,183021.06,1
Germany,Female,41,144326.09,1,0,73979.85,1
Germany,Male,27,101278.25,1,1,26265.18,0
Germany,Female,19,108711.57,1,0,24857.25,0
Spain,Male,73,108555.07,0,1,167969.15,0
Germany,Female,35,146781.24,1,0,189307.7,0
France,Female,36,0,0,1,99770.3,0
Spain,Male,35,0,0,0,119712.78,0
France,Female,25,0,1,1,168607.74,0
France,Male,34,0,1,1,83087.13,0
Germany,Male,66,103291.25,1,1,130664.79,0
Spain,Female,29,209490.21,1,1,133267.69,1
Spain,Male,38,0,1,0,67029.82,1
France,Male,33,0,0,1,141031.08,0
France,Male,45,0,0,0,125110.02,0
Spain,Male,23,0,1,0,117832.39,0
France,Male,34,0,1,0,198817.72,0
France,Male,37,149405.18,1,1,146411.6,0
France,Female,52,191665.21,1,1,131312.56,1
Spain,Female,40,0,1,0,141652.2,0
France,Male,41,135071.12,1,1,64477.25,0
France,Male,41,0,0,1,191215.61,0
Spain,Male,39,0,1,1,37090.44,0
Germany,Male,38,181804.34,1,1,57517.71,0
France,Female,60,47020.65,0,1,63241.21,1
France,Female,36,128518.98,1,1,44567.83,1
Germany,Female,38,142658.04,0,1,135337.11,0
France,Female,21,120150.39,1,1,33964.03,0
France,Female,35,81905.95,1,1,61623.19,0
France,Male,26,137998.2,0,1,168989.77,0
Germany,Female,26,123126.29,1,0,74425.41,0
France,Female,51,0,1,1,178929.84,0
Germany,Male,43,135645.29,0,1,101382.86,1
Spain,Male,31,122449.31,1,1,180769.55,0
Spain,Male,40,161766.87,0,0,92378.54,0
France,Female,37,0,1,1,38252.25,0
Germany,Male,36,123187.51,0,1,146111.35,0
Germany,Male,36,150956.71,0,0,72350.17,0
Spain,Female,42,105021.28,1,0,48242.38,0
France,Male,64,0,1,1,148305.82,0
Spain,Female,50,133204.91,0,1,8270.06,0
Spain,Female,35,0,1,1,41549.64,0
Germany,Female,49,115488.52,1,1,138656.81,1
France,Male,29,0,0,0,12510.53,0
Spain,Male,41,0,1,0,43889.41,0
Spain,Female,38,0,1,0,192800.25,0
France,Female,40,0,0,0,75762,0
Germany,Female,39,130565.02,1,0,9854.72,1
France,Female,41,91328.71,1,0,115724.78,0
France,Male,35,0,1,1,106303.4,0
France,Male,50,81310.34,1,1,183868.01,0
France,Male,34,107136.6,1,0,153895.46,0
Spain,Male,34,0,1,1,66695.71,0
France,Male,43,0,1,1,173851.11,0
France,Male,46,0,1,1,177423.02,1
France,Male,33,108477.49,1,1,109096.71,1
Germany,Male,40,144757.97,1,1,166656.18,0
Spain,Male,33,0,1,1,176921,0
Spain,Male,36,113110.26,1,0,98413.1,0
France,Female,27,106414.57,0,0,77500.81,0
Spain,Male,42,106920.91,0,1,119747.08,0
Spain,Male,35,0,1,0,160387.98,0
Germany,Female,39,131513.26,1,1,193715,0
France,Female,53,0,1,0,28045.77,0
France,Male,40,134320.23,1,0,150757.35,0
France,Female,29,79715.36,1,0,82252.28,0
France,Female,38,74306.19,1,0,154395.56,0
Spain,Female,50,0,1,1,83866.35,1
Germany,Male,42,126428.38,1,0,39830.1,0
Spain,Male,38,99640.89,1,0,12429.22,0
France,Male,43,66338.68,1,1,18772.5,1
Spain,Female,39,0,1,1,9574.83,0
Spain,Male,43,128226.37,0,0,188486.94,0
France,Female,26,0,1,1,64716.08,0
France,Male,36,0,0,0,84749.96,0
Spain,Male,37,0,0,1,180551.76,0
France,Female,32,0,1,0,60907.49,0
France,Male,24,122168.65,1,0,174107.04,0
France,Female,43,178074.33,0,0,110405.9,0
Germany,Male,59,135078.41,1,0,187636.06,1
Spain,Male,38,69434.4,1,1,66580.13,1
France,Female,29,0,1,0,178779.52,0
France,Male,72,0,1,1,70783.61,0
Germany,Male,34,122726.56,1,1,46772.36,0
France,Female,38,164496.99,1,1,163327.27,0
Spain,Female,38,0,1,0,103760.53,0
France,Female,41,150219.41,0,0,107839.03,0
France,Male,42,187534.79,1,1,32900.41,1
France,Female,30,0,1,0,193984.6,0
France,Male,30,0,1,1,140889.32,0
France,Male,34,103108.17,0,0,125646.82,0
Germany,Female,50,96486.57,1,1,20344.02,0
Germany,Male,36,90560.48,1,0,174268.87,0
Spain,Male,46,131764.96,1,1,108500.66,1
Spain,Female,24,92476.88,0,0,83247.14,0
Germany,Male,47,152076.93,1,0,121840.2,1
France,Male,43,0,1,1,132908.07,0
France,Male,49,0,1,1,100075.1,1
France,Male,29,43504.42,1,1,119327.75,0
Spain,Female,39,0,1,0,136737.13,0
Spain,Female,28,0,1,1,22356.97,0
Germany,Female,38,93569.86,0,0,10137.34,1
Spain,Male,45,102486.21,1,1,158379.25,0
France,Male,36,0,0,1,94570.56,0
Germany,Male,37,114346.3,0,1,980.93,1
France,Male,23,110203.77,1,0,95583.45,0
France,Female,39,128362.59,1,0,86044.98,0
Germany,Female,49,143888.22,1,1,166236.38,1
Spain,Male,34,170600.78,0,1,5240.53,0
France,Female,32,0,1,1,150684.23,0
Spain,Female,46,0,1,1,129508.96,0
France,Female,39,75339.64,1,1,70665.16,0
France,Female,40,122038.34,1,0,102085.35,0
France,Male,34,0,1,1,195052.12,0
France,Male,51,186825.57,1,0,93739.71,1
France,Male,40,124788.18,1,0,65612.12,0
France,Female,41,0,1,1,160095.48,0
France,Female,71,0,1,1,49506.82,0
France,Male,51,138553.57,1,1,92406.22,0
Spain,Male,39,0,1,1,7415.96,0
France,Male,35,105387.89,1,1,25059.06,0
Spain,Male,40,95053.1,1,1,116816.54,1
France,Male,36,0,0,1,144078.02,0
Spain,Female,32,0,0,1,126675.62,0
France,Male,34,137361.96,0,0,183682.09,0
Spain,Male,32,158537.42,1,0,166850.57,0
Spain,Female,29,0,1,0,27359.19,0
Germany,Female,48,143595.87,0,0,101314.65,1
Germany,Male,32,169947.41,1,1,27979.16,0
France,Female,24,148167.83,1,1,109470.34,0
France,Male,31,0,1,0,93713.13,0
France,Female,39,48023.83,1,0,74870.99,0
France,Male,36,155655.46,1,1,192387.51,1
France,Female,46,0,1,0,73457.55,0
France,Male,62,0,1,1,61120.75,0
France,Female,52,0,1,0,90964.54,1
France,Male,32,121240.76,1,0,116969.73,0
France,Female,36,0,1,0,92118.75,0
France,Female,37,0,1,1,48357.9,0
Germany,Male,35,129847.75,1,0,197325.4,0
Germany,Female,55,118772.71,0,0,135853.62,1
France,Male,46,0,1,1,169122.54,0
Germany,Male,32,105163.88,1,1,164170.46,0
France,Male,28,0,1,1,199909.32,0
France,Female,39,0,1,1,83295.09,0
France,Female,29,0,0,0,39382.06,0
France,Female,35,93934.63,1,0,184748.23,0
France,Female,69,117866.92,1,1,62280.91,0
France,Female,55,0,0,1,196794.11,1
Spain,Female,26,122857.46,1,0,144682.17,1
France,Male,32,0,0,1,196342.66,0
France,Female,37,127103.97,1,1,41516.44,0
France,Female,43,0,0,1,112026.1,1
France,Male,54,96402.96,0,0,52035.29,1
France,Male,31,132512.26,1,1,185466.85,0
Spain,Male,47,107604.66,1,1,80149.27,0
France,Male,34,0,1,0,170980.86,0
France,Male,38,0,1,0,185827.74,0
Germany,Male,34,120875.23,0,1,113407.26,0
France,Female,37,71786.9,1,1,67734.79,0
France,Female,37,113143.12,0,0,3363.36,0
Spain,Male,49,150777.72,1,1,135757.27,0
Spain,Male,35,174894.53,1,1,22314.55,0
France,Male,28,0,0,0,129526.57,0
France,Female,43,160416.56,0,1,37266.43,0
France,Male,48,91246.53,1,0,60017.46,1
Spain,Male,46,0,1,0,153015.42,0
France,Female,35,0,1,1,54209.02,0
Germany,Female,23,98775.23,1,0,114603.96,0
Germany,Female,47,139756.12,1,0,165849.49,1
Spain,Male,42,177626.77,0,1,16392.72,1
France,Male,54,0,1,1,162719.69,1
Spain,Male,50,0,0,0,107112.25,1
Spain,Male,42,0,0,1,41823.22,0
Germany,Male,37,152496.82,1,1,99907.29,0
France,Male,52,0,0,1,178229.04,0
Germany,Male,26,112930.28,1,0,22095.73,0
Germany,Female,26,113674.2,1,0,197861.16,1
France,Male,44,0,1,0,138328.24,0
France,Male,38,144450.58,0,1,137276.83,0
France,Male,52,171236.3,0,0,21834.4,1
Spain,Male,37,96776.49,1,1,119890.86,0
Germany,Female,58,145984.92,1,1,24564.7,0
Germany,Male,43,96353.8,0,0,10209.8,0
France,Male,25,0,1,1,83449.65,0
Germany,Female,33,115777.23,1,1,81508.1,0
France,Female,51,122822,0,0,32626.21,0
Spain,Male,61,0,1,1,43982.41,0
France,Male,40,0,0,0,124874.23,0
Spain,Female,32,79450.09,1,1,118324.75,0
Germany,Male,33,122394,1,1,22113.93,0
Spain,Female,43,0,1,0,31962.77,0
Germany,Male,41,134378.89,1,1,105746.94,0
France,Male,29,0,1,0,39925.52,0
Spain,Female,31,88161.85,1,0,127630.88,0
Spain,Male,41,142412.13,1,0,28778.98,0
France,Male,35,121030.9,1,0,10008.68,0
Germany,Female,35,165982.43,1,1,24482.16,0
Spain,Female,35,0,1,0,98618.79,0
France,Female,32,206663.75,0,0,16281.94,0
Germany,Male,37,94661.53,1,0,121239.65,0
France,Male,25,174400.36,1,0,42669.37,0
Spain,Male,41,123428.69,1,1,164924.11,0
Spain,Male,43,175735.5,1,1,157337.29,0
Spain,Male,36,78381.13,0,1,153831.6,0
France,Male,37,115345.86,0,0,168781.8,0
Germany,Female,31,118613.34,1,0,168469.65,0
Germany,Male,28,109960.06,1,1,170829.87,0
Germany,Female,42,142703.4,1,0,86207.49,1
Germany,Female,40,121729.42,0,0,61164.45,0
France,Female,35,0,1,1,133287.73,0
France,Female,43,139496.35,1,1,77128.23,0
Spain,Male,28,0,0,0,77660.03,0
Spain,Male,32,138521.83,1,1,56897.1,0
France,Female,33,0,1,0,72945.32,0
Germany,Female,38,83727.68,1,0,45418.12,0
Spain,Female,38,0,1,1,158527.45,0
France,Male,37,0,1,0,111312.96,0
Spain,Male,32,124179.3,1,1,138759.15,0
France,Male,36,128829.25,1,0,190588.59,0
France,Male,33,171490.78,0,0,79099.64,0
Spain,Male,33,0,1,0,138613.21,0
Spain,Female,38,0,1,1,194230.82,0
Spain,Male,20,0,1,0,110252.53,0
France,Male,31,0,1,1,106117.3,0
France,Male,40,160818.08,0,1,169642.13,1
Germany,Male,54,156367.6,0,1,116179.92,0
Germany,Female,59,121669.93,0,0,91.75,1
France,Male,42,133970.22,0,1,187839.9,0
France,Male,41,0,1,0,121098.65,0
France,Female,34,96127.27,0,0,30972.06,0
Spain,Male,60,121907.97,0,1,30314.04,0
Spain,Male,41,0,0,1,14479.29,0
Spain,Male,31,0,1,1,196395.25,0
Germany,Female,40,77701.64,0,1,19512.38,0
France,Male,67,0,1,1,72318.77,0
France,Male,34,0,1,1,96615.23,0
Spain,Male,34,113922.44,1,0,30772.22,0
Germany,Female,61,183997.7,1,1,161217.18,0
France,Male,23,0,0,1,66795.78,0
France,Male,28,0,1,1,123969.64,0
France,Female,47,89799.46,0,1,13783.77,1
Spain,Male,29,0,1,1,168924.41,0
Spain,Female,36,85660.96,0,0,134778.01,0
Germany,Male,37,115569.21,0,1,119782.89,0
France,Female,45,81828.22,1,0,52167.97,0
Germany,Male,18,132694.73,1,0,167689.56,0
Spain,Male,51,108867,0,0,140800.66,1
France,Male,39,0,1,0,19823.02,0
France,Female,27,0,0,0,72969.9,0
Germany,Male,34,96152.68,1,0,143711.02,0
Germany,Female,49,153855.52,1,1,180862.26,1
France,Male,45,0,1,0,125658.28,0
France,Female,36,141334.95,0,1,125870.5,0
Germany,Male,41,104584.11,1,0,15126.32,1
Germany,Female,50,98173.02,0,0,22457.25,1
Spain,Female,44,0,1,1,82614.89,0
Germany,Female,38,135157.05,1,1,32919.42,0
Germany,Female,49,171601.27,1,0,126223.84,0
France,Male,29,179539.2,0,0,112010.02,0
Germany,Male,39,80615.46,0,0,180962.32,0
Spain,Male,47,0,0,0,128882.66,1
Germany,Male,27,126285.73,1,0,177614.17,1
Germany,Female,23,137964.51,0,1,174570.55,0
Germany,Male,41,159434.03,1,0,178373.93,0
Germany,Male,40,113574.61,1,0,103396.08,0
France,Female,33,0,1,1,59129.72,0
Germany,Male,33,124573.33,0,0,683.37,0
Germany,Female,31,105864.6,1,0,145567.34,0
Germany,Female,47,104552.61,1,0,48137.08,1
France,Female,35,0,1,0,90876.95,0
France,Female,30,0,0,1,198543.09,0
France,Male,55,0,1,1,106202.07,1
Germany,Female,46,119492.88,0,1,166896.01,1
France,Female,33,130499.09,1,1,74804.36,0
Spain,Female,48,140576.11,1,1,116971.05,0
Germany,Female,34,91025.58,0,1,163783,0
France,Female,33,0,0,1,70221.13,1
France,Female,38,125877.65,1,1,107841.77,0
Spain,Male,64,45752.78,1,0,79623.28,1
France,Male,39,121778.71,1,1,138399.67,0
Germany,Female,49,127948.57,1,1,182765.14,0
France,Female,30,0,1,1,186648.19,0
Germany,Male,30,115286.68,1,1,149587.92,0
Germany,Male,41,62078.21,1,0,129050.67,0
France,Female,38,0,1,0,47764.99,0
Spain,Female,32,175406.13,1,1,172792.43,1
Spain,Male,26,131643.25,1,0,64436.16,0
Germany,Male,44,151739.65,1,0,167461.5,0
France,Male,43,93616.35,0,0,98348.66,0
Germany,Female,60,138597.54,1,1,41536.59,1
France,Female,41,0,1,1,72462.25,0
France,Male,40,0,1,0,112465.19,1
France,Female,27,85225.21,0,1,64511.44,0
France,Female,36,148749.29,1,0,91830.75,0
Germany,Male,52,130013.12,1,1,190806.36,1
Spain,Female,27,0,0,1,112311.15,0
France,Female,81,0,1,1,72276.24,0
France,Male,54,111729.47,0,1,84920.49,0
France,Female,36,180169.44,1,0,17348.56,0
Spain,Male,40,0,1,1,82870.75,0
Spain,Female,47,0,1,0,32080.69,1
France,Female,42,0,0,1,120512.08,0
Spain,Female,29,0,1,0,179032.68,0
France,Male,35,0,1,1,95623.28,0
Germany,Female,36,103914.17,1,1,110035.88,1
France,Female,34,88772.87,1,1,168822.01,0
France,Female,39,0,1,0,77705.75,0
France,Female,40,131184.67,1,1,49815.62,0
France,Male,38,117810.79,0,1,65632.33,1
France,Male,31,0,1,0,169361.89,0
Germany,Female,32,92466.21,1,0,4721.3,0
Germany,Female,38,102741.15,0,1,23974.85,0
France,Male,37,178755.84,1,0,199929.17,0
France,Male,43,0,1,0,40023.7,0
Germany,Female,32,146602.25,1,1,72946.95,0
France,Male,29,0,1,1,170421.13,0
France,Male,35,0,1,1,58879.11,0
Spain,Male,38,115702.67,1,1,25059.05,0
Germany,Female,61,137655.31,0,1,29909.84,0
France,Female,29,0,1,0,158043.11,0
Spain,Female,34,59877.33,1,0,14032.62,1
France,Male,31,100082.14,0,1,49809.88,0
Germany,Male,52,107304.39,1,0,28806.32,1
Spain,Male,38,0,0,1,90490.33,0
Spain,Male,41,96032.22,1,1,75825.57,0
Spain,Male,33,0,0,0,158336.36,0
Germany,Male,29,144553.5,1,0,143454.95,0
Germany,Male,40,86172.81,1,1,117279.49,0
France,Male,73,0,1,1,114283.33,0
Germany,Female,29,87212.8,1,1,994.86,0
France,Male,36,0,1,0,124795.84,0
Germany,Female,36,130700.92,0,0,77592.8,0
France,Male,62,0,1,0,105986.01,0
France,Female,32,0,0,0,33606.52,0
Spain,Male,23,0,1,1,134188.11,0
Spain,Female,40,171325.98,1,1,159718.27,1
Spain,Male,58,92930.92,0,1,85148.78,0
France,Female,40,0,1,0,119059.13,0
France,Female,29,77556.79,1,1,122998.26,0
France,Male,33,102874.28,0,0,117841.06,0
France,Male,37,146093.39,0,0,160593.41,0
Spain,Male,34,0,0,0,174189.04,1
Spain,Male,51,79811.72,0,1,68260.27,1
Spain,Male,39,105473.74,0,0,58854.88,1
Germany,Female,43,121927.92,1,0,87994.95,1
Spain,Female,40,61671.19,0,1,150659.35,1
Germany,Female,39,149363.12,1,1,109098.39,0
France,Female,27,152309.37,1,0,104112,0
France,Female,33,0,1,0,122949.71,0
Spain,Male,36,111629.29,1,1,21807.16,0
France,Male,40,0,1,1,32319.93,0
Spain,Female,49,96296.78,1,0,190457.87,1
France,Male,20,95830.43,1,0,177738.98,0
France,Female,38,135919.33,1,0,80425.65,0
France,Male,59,185966.64,0,0,9445.42,1
France,Female,29,0,1,1,174825.57,0
France,Female,21,0,0,0,175743.92,0
Germany,Female,43,92244.83,1,0,54949.73,0
France,Female,35,112727.06,1,0,183752.91,0
France,Female,34,100359.54,0,0,46038.28,0
Germany,Male,43,105301.5,1,1,78941.59,0
Spain,Male,45,112994.65,0,0,198398.68,0
Germany,Male,40,89025.88,1,0,188892.19,0
France,Male,35,95478.17,0,0,169286.74,0
France,Male,37,0,0,0,145004.39,0
Germany,Female,43,119127.46,1,0,55809.92,0
France,Male,28,128206.79,1,1,54272.12,0
France,Male,49,0,1,0,192440.54,0
Germany,Female,23,71433.08,1,0,103697.57,0
Germany,Male,36,118214.32,1,0,119110.03,1
France,Female,27,102258.11,1,0,194681.6,0
Spain,Female,39,151963.26,1,0,158948.63,0
Spain,Female,46,163764.84,1,1,165122.55,1
France,Female,32,128551.36,0,1,189402.71,0
Spain,Female,31,118158.74,1,1,158027.57,0
France,Male,32,118520.41,0,0,3815.48,0
France,Male,24,0,1,1,162809.2,0
France,Male,40,163823.37,0,0,89519.47,0
Germany,Male,63,104469.58,1,1,25165.36,1
France,Female,47,0,1,1,126012.57,0
Spain,Male,36,0,1,0,20109.21,0
Germany,Female,46,141726.88,1,1,58257.23,0
Germany,Female,35,137852.96,1,1,172269.21,1
France,Male,26,0,1,0,29818.2,0
France,Female,43,154100.3,0,0,114659.81,0
France,Female,45,0,0,0,147184.74,0
France,Male,30,0,0,1,15039.41,0
France,Female,54,0,0,1,76621.49,0
France,Male,39,140004.96,1,1,92985.78,0
Spain,Male,43,127132.96,0,1,6009.27,1
France,Male,61,0,1,1,191370.97,0
France,Female,38,125328.56,1,0,188225.67,0
France,Male,35,0,1,0,11743.89,0
Germany,Female,28,139986.65,1,0,136846.75,0
Germany,Female,39,119787.76,1,1,164248.33,0
Spain,Female,34,107556.06,0,0,154631.35,0
France,Female,44,0,1,0,149665.65,0
France,Male,47,0,0,0,91574.92,0
France,Female,28,142705.95,1,0,127233.39,0
France,Male,42,0,1,1,56650.47,0
Spain,Female,56,0,1,0,84644.76,0
France,Male,35,161613.94,1,1,148238.16,0
Germany,Female,58,116353.2,0,1,193502.9,0
France,Male,38,60013.81,1,1,38020.05,0
Spain,Male,28,0,1,1,176750.81,0
Germany,Male,32,144272.07,1,0,176580.63,0
France,Female,46,0,1,0,133059.15,0
France,Male,30,117696.67,1,0,100843.82,0
Spain,Male,58,79954.61,1,1,30484.19,0
France,Female,26,149989.39,1,0,42330.58,0
France,Male,40,124339.9,0,0,193309.58,0
Germany,Male,29,135759.4,0,0,112813.79,1
Spain,Female,37,0,1,0,68008.85,0
France,Male,34,83074,1,0,132673.22,0
France,Female,28,141792.61,1,1,22001.91,0
France,Female,26,0,1,0,100200.4,1
France,Female,30,0,0,0,122604.44,0
Germany,Female,43,106870.12,1,0,100564.37,0
France,Male,31,120962.59,1,0,5419.31,0
Spain,Male,51,0,0,0,123587.83,1
France,Female,30,0,1,0,13935.32,0
France,Male,31,110527.17,1,1,87060.77,0
Germany,Female,52,133723.43,0,0,4859.59,1
France,Female,52,112670.48,1,0,21085.17,1
France,Female,44,0,1,1,26733.86,0
France,Male,24,116084.32,1,0,89734.7,0
Spain,Male,36,0,1,1,179540.73,1
Spain,Female,38,0,1,0,173219.09,0
France,Female,37,0,1,1,37411.35,0
France,Female,40,82441.75,0,0,80852.11,0
France,Female,39,0,1,1,43174.49,1
Germany,Female,37,134171.8,1,1,70927.11,1
France,Male,30,0,1,1,54265.55,0
France,Male,31,0,1,1,41872.17,0
Germany,Female,48,124442.38,1,0,15068.53,1
France,Male,31,0,1,0,25950.49,0
